date,social_source,message,impressions,reach,saved,likes,comments,shares,plays,profile_visits
2022-10-21T15:12:16+0000,insta_post,"I’ll Take Manhattan.

One of the most multicultural cities in the world, Manhattan, where Jean Pierre Weill met his wife. 

A city of windows, reflected in water, painted on glass. The sharpness of the reflected image in water creates a vertical symmetry, one which birds transverse freely. 

#jeanpierreweill #glasspainting #3dpainting #manhattan #artwork #artstudio #artfamily",,4039,34,175,6,26,5080,
2022-10-20T15:07:10+0000,insta_post,"Jean Pierre Weill paintings can be found in different sizes:

Mini Collection: 4.25 x 4.25 x 1 inches

Petite Collection: 10.5 x 8.5 x 1.5 inches

Classique collection: 20 x 16 x 2 inches

For larger sizes, check out the gallery editions via the link in bio 🛍 

If you want petite painting in the Classique size, dm us and we’ll see what we can do!",,4315,63,198,0,28,6278,
2022-10-14T17:33:11+0000,insta_post,"This week we commemorate the birth of a great musician through art. 🎨 

John Lennon was the leader of the Beatles; not just as co-founder, singer and songwriter, but as the band’s heart and soul. His peace activism and dreams of a better world were an inspiration to an entire generation. 

Shipping is free.

#jeanpierreweill #glasspainting #artstudio #artfamily #johnlennon #lennon",,2765,14,115,1,6,3546,
2022-10-12T15:04:08+0000,insta_post,"Hello to all the new faces! Allow us to reintroduce ourselves:

Our studio originally was founded in 1992 when our father Jean-Pierre was looking for a way to both create art and support our growing family.  He discovered that he could create 3D paintings by arranging different parts of an image on multiple levels of glass. 🎨 

About 10 years ago, the studio moved to Israel, where us daughters, Davida and Safira, 🖐️ joined, bringing new ideas and helping with the day to day operations. 

As a family studio, our relationships with each other is key to the feeling and energy that go into our work. You are part of our extended studio family. Thank you for following along!

#jeanpierreweill #glasspainting #artstudio #artfamily #artwork",333,316,0,27,1,0,,1
2022-10-09T20:31:47+0000,insta_post,"The process isn’t this simple but we love what we do! Happy Sukkot everyone ❤️

#jeanpierreweillart #glasspainting #artfamily #artstudio #sukkot",,3154,573,5831,33,12,126434,
2022-10-07T17:53:12+0000,insta_post,"The Holiday Sukkot is coming right up! 

Our top pick as a gift for your host is “Fiddler on the Roof”

Check out our story and highlight for links and more!",301,292,6,15,0,0,,0
2022-10-06T16:06:56+0000,insta_post,"Live your life guided by wisdom. 

The words עץ חיים היא (She is a Tree of Life) are inscribed on the tree trunk in a reference to Proverbs: “She [Wisdom] is a tree of life to those that embrace her, and blessed will be all who hold firmly to her.” 

#jeanpierreweill #glasspainting #artstudio #artfamily",,2501,21,101,1,2,3997,
2022-10-03T19:10:46+0000,insta_post,"Whenever we feel strong abundance we like to celebrate together, as a family, our amazing studio family! To our team, we  recognize your hard work and so here’s our thank you for making it happen!

#teamwork #teamworkmakesthedreamwork #artstudio #jeanpierreweillart",,2663,4,64,1,0,3984,
2022-09-08T13:16:50+0000,insta_post,"✨NEW PETITE✨
 
DISCOUNT CODE 👇🏽👇🏽

The serenity of simply being. 
Bring the quote lapping of this lake into your home and remember that life is in this moment. 

This scene was inspired by Lake Como, in northern Italy. 

Available on our website 😍

✨Get 20% off this painting if you buy the first week✨

🔥🔥🔥Use discount code: italianpastel
(Expires September 17th)

#newpainting #italy #romance #pastel #earlybird #newart #3dpainting",,2441,29,129,0,4,3686,
2022-07-27T13:38:38+0000,insta_post,"Pssst.... We have so many cool events happening this summer at the studio! DM us to join or learn more. 👀 

#jeanpierreweillart #glasspainting #artwork #artstudio",291,276,2,31,1,0,,0
2022-07-26T17:59:24+0000,insta_post,"For those music lovers and fans of Jerry Garcia, this painting is the perfect gift 🎁.

Jerry was the leader of the Grateful Dead. His love of improvisation flowed from his love of spontaneity 🫂. 

May we all be blessed with the ability to make music, whatever our music may be 🎼. 

#glasspainting #jeanpierreweill #artwork #artstudio #jerrygarcia",454,425,0,24,0,0,,0
2022-07-25T16:39:01+0000,insta_post,"“Soul Train” 

We, as humans, are connected on a deep and simple level. 

This painting shows how different individuals come together from different worlds and converge in the same space with harmony ✨ .

These elements together create a world in which time is meaningless, love is in the air, and each person maintains its essence and life-story on a shared and awesome journey into the future 🫂 .

Which character in the Soul Train painting is your favorite??",,3504,28,217,3,17,4946,
2022-07-20T15:42:44+0000,insta_post,"The creative process starts with persistence and the desire to create. ✨🖌

Can we give it up for artist Safira? 👏🏼 🎨

#jeanpierreweill #glasspainting #artwork #artstudio",,2460,27,241,0,6,6844,
2022-07-19T14:11:31+0000,insta_post,"A combination of hand-painting and print brings our paintings to life. There are three dimensions to each piece of artwork that create a play of light and shadow. But... it all starts with this. 🎨

#jeanpierreweill #glasspainting #artwork #artstudio",330,308,1,15,0,0,,1
2022-07-18T20:43:23+0000,insta_post,"The magic of creation, made possibly with our trusty tools 🖌.

#glasspainting #artstudio #artwork #jeanpierreweill",,2447,7,116,0,1,5324,
2022-07-13T22:49:43+0000,insta_post,"We had an awesome workshop at our studio where we took things like wood, bark and acorns to create little people 🪵. 

Slide to see what the JPW employees came up with 👉🏻.

From time to time, we love taking a break from painting to do something else that’s creative and help the work flow 💃🏼.

Check out our story for more details 🤗.",349,341,1,32,0,0,,0
2022-07-12T16:02:38+0000,insta_post,"Venice, the most beautiful city in the world, is permeated by the ambiance of gently rippling water ⛵️.

As the figures in this scene go about their business, slide along the canal in a gondola 🛶, or dance 💃🏼, the sounds of water helps keep their hearts calm and relaxed 🧘🏻‍♀️. 

As if they feel loved by the city itself ☺️. 

#venice #veniceinlove #glasspainting #artwork #artstudio #jeanpierreweill",,2344,26,226,4,4,6291,
2022-07-11T17:51:02+0000,insta_post,"“A moment’s rest” makes a lovely wedding or anniversary gift. 🎁 

It shows a couple as they pause during an afternoon stroll to look over the water at a ferry and the colorful city beyond. They lean towards one another, needing no more than the silent assurance of loving company.

#glasspainting #jeanpierreweill #artstudio #artwork",,2623,22,173,0,11,5949,
2022-07-05T17:06:27+0000,insta_post,"It's not easy, but we love creating for you! 

#glasspainting #jeanpierreweill #magic #create",,2155,12,230,4,1,8138,
2022-07-04T22:41:52+0000,insta_post,"Don't miss this opportunity to get our wonderful art piece ""Summer Friends” by using the code july4th at checkout! 

You have until tonight at midnight. 

#discount #jeanpierreweill #summer #friends #glasspainting",,2207,4,52,1,0,3217,
2022-07-03T15:08:37+0000,insta_post,"✨FLASH SALE ✨

There’s nothing quite like spending time with loved ones on the beach on a hot summer day! ☀️ 🌊 

The Summer Friends painting is the perfect piece of art to remember these good times. ☺️

Take 25% OFF the Classique sized Summer Friends painting with coupon code july4th. 🏷 

Offer ends tomorrow at midnight. Happy Independence Day! 🇺🇸",334,312,1,21,1,0,,0
2022-06-29T20:21:47+0000,insta_post,"This is Ron, Ron is an old customer of ours who purchased his very own Beatles painting 🎸. Despite the few years that have gone by, we are still in touch with Ron and are available for any of his needs ☎️. 

The relationship with our customers is our🔝priority. Satisfaction guaranteed no matter if ten years pass or two 🙏🏼. 

We’re here for you if you have any questions or concerns 🙋🏻. Our close relationship with our customers is very meaningful to our studio 💗✨.",448,423,1,32,0,0,,0
2022-06-28T17:56:32+0000,insta_post,"After a few hours of painting 🤦🏻‍♀️.

#artist #painter #artwork #jeanpierreweill",,2184,12,238,2,1,9923,
2022-06-27T16:48:15+0000,insta_post,"A dove holding an olive branch tightly in its beak flutters here in 3 dimensions 🕊.

Text from the Biblical story of Noah fills the body of the white bird and transforms this painting into a promise for a better future ✨.

📸: @caitlynnwestt 

#noah #dove #biblicalart #olivebranch #promise #future #3dart",367,347,9,35,4,0,,2
2022-06-23T16:32:13+0000,insta_post,"Want to win one of these?! 

Check our last post for more details ✨👉🏻. 

#giveaway #paintings #3dart",,1910,11,82,4,0,3004,
2022-06-22T19:50:10+0000,insta_post,"It’s giveaway time ⏰!

Our artwork is now live on Amazon and we would love to give back to our followers! We’re going to choose one lucky winner to win any of our Petite paintings in the size of a🥁….. 

✨ Classique ✨
Available *exclusively* on Amazon!

In order to enter to win this large 20"" x 16"" 3D painting: 

1. You need to be following us, of course ;)
2. Like this photo ♥️
3. Tag three friends below 👇🏻 

BONUS ENTRY: repost this on your story 💫

Good Luck 🤞🏼!

With love, the JPW team ☺️.
Not endorsed by Instagram* 
ends 07/28",191,181,3,58,61,0,,0
2022-06-17T13:48:51+0000,insta_post,"This piece of art represents how our senses guide us through different life experiences 💫. 

Forest Avenue is a window into the world, where  from various angles, new discoveries await 🌎. 

#artstudio #artwork #jeanpierreweill #newdiscoveries",,1862,19,85,0,6,3260,
2022-06-14T15:55:32+0000,insta_post,"Reminder that now you can buy our art pieces on Amazon! 

It comes in three different sizes: mini, petite and classique 🤩. 

#jeanpierreweill #glasspainting #artwork #artstudio #amazon",,2079,3,63,5,4,3126,
2022-06-13T17:25:46+0000,insta_post,"John Lennon, Paul McCartney, George Harrison, and Ringo Starr were more than a rock band; they represented the 1960s counterculture 🎧. 

This painting is a tribute to their artistry, their way of breaking through the limitations of their time to come up with something unique and original 🎸.

📸: @3days_sendai 

#painting #3dart #beattles",336,317,0,23,2,0,,0
2022-06-08T16:02:28+0000,insta_post,"The sounds of water are soothing to the soul 🛶.

Venice is permeated by the ambiance created by flowing water 🌊.

As the figures in this scene slide along the canal, their hearts are at peace ☂️.

#jeanpierreweill #3dart #venice #love #italy #canal",416,385,6,47,0,1,,1
2022-06-07T19:06:09+0000,insta_post,"Can you send Safira a hug? 🤗

#jeanpierreweillart #artwork #artstudio #glasspainting",,1961,16,324,8,1,12269,
2022-06-06T14:50:16+0000,insta_post,"We love to receive positive feedback from art lovers around the globe - every bit contributes to our creative process 🙏🏼👩🏻‍🎨.

Message us with any of your suggestions 😊✨. 

#artwork #artstudio #jeanpierreweillart #artfamily #glasspainting",326,313,5,31,1,0,,2
2022-06-02T15:59:28+0000,insta_post,"Too much money! That’s the real answer 🫣😅.

#artwork #artstudio #jeanpierreweillart #artsupplies",,1895,12,116,1,0,3668,
