id,message,promotion_status,status_type,created_time,properties,post_clicks,post_clicks_by_type,post_impressions,post_impressions_unique,post_impressions_paid,post_impressions_paid_unique,post_impressions_fan,post_impressions_fan_unique,post_impressions_organic,post_impressions_organic_unique,post_impressions_viral,post_impressions_viral_unique,post_impressions_nonviral,post_impressions_nonviral_unique,post_video_avg_time_watched,post_video_complete_views_organic,post_video_complete_views_organic_unique,post_video_complete_views_paid,post_video_complete_views_paid_unique,post_video_retention_graph,post_video_retention_graph_clicked_to_play,post_video_retention_graph_autoplayed,post_video_views_organic,post_video_views_organic_unique,post_video_views_paid,post_video_views,post_video_social_actions_count_unique,post_activity_by_action_type_unique,post_reactions_like_total,post_reactions_love_total,post_reactions_wow_total,post_reactions_haha_total,post_reactions_sorry_total,post_reactions_anger_total,like,share,comment
124319427612935_3895880927123414,"A painting about love and home.

Only a few days left to our Holiday SALE! 
ends January 1, 2021!

🔥 free shipping worldwide 🔥

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #customerreview",inactive,added_photos,2020-12-28T14:06:00+0000,,0,{},24,24,0,0,12,12,24,24,0,0,24,24,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 1},6,5,0,0,0,0,11,4,0
124319427612935_3891452274232946,"A friendly reminder: our end-of-year sale is on until December 31st, with up to 50% off all our 3D paintings on glass. 

We are here to help. 
Write to us info@jeanpierreweill.com",inactive,added_photos,2020-12-26T21:18:26+0000,,1,{'photo view': 1},24,24,0,0,12,12,24,24,0,0,24,24,,0,0,0,0,{},{},{},0,0,0,0,0,{},2,2,0,0,0,0,4,0,0
124319427612935_3882935995084574,"Jerusalem holds so much. She is still, in so many ways, the center of the world, as depicted in Ancient Roman maps. The challenges of today brings out the humanity of those who walk her streets. Their joys, their passions, their pain.

A detail from our grand collection painting ""Milk and Honey.""

🔥 50% off, sale ending Jan 1!
🔥 free shipping worldwide! 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",inactive,added_photos,2020-12-23T15:36:00+0000,,0,{},26,26,0,0,13,13,26,26,1,1,25,25,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 2},21,8,0,0,0,0,29,2,1
124319427612935_3879812958730211,"""The gift is beautiful. I hope my grand daughter likes it as much as I do. I will write to you after and let you know how she likes it.  Again, thanks for making my order a priority. You have made my Christmas complete.""

- J. From Michigan 

Thank you for sharing with us! 

We love getting messages like this! We care about our customers on a personal level ❤ and always will. 

🔥shipping is free 
🔥dont miss our holiday sale going on now! Ending Jan 1! 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #customerreview",inactive,added_photos,2020-12-22T10:35:05+0000,,0,{},23,23,0,0,12,12,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},18,16,0,0,0,0,34,0,1
124319427612935_3875906175787556,"🍂🍃🎶Freedom, movement and feeling at home wherever we are are some of the themes we love to express in our painting!

 This is a detail from one of our Grand Collection paintings called Nature is a Temple 💃

🌟 don't miss out on our HOLIDAY SALE ending Jan 1!
🌟 free shipping worldwide! 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",inactive,added_photos,2020-12-20T20:11:09+0000,,0,{},30,29,0,0,14,13,30,29,0,0,30,29,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 5},39,26,2,0,0,0,67,4,10
124319427612935_3867146463330194,"Elegant and magical, Moonlight Dance is one of our long time classics. 

Dont miss out on our holiday sale, ending January 1! 

🔥 free shipping worldwide 
🔥 free personalized inscriptions 

#love #romance #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart",inactive,added_photos,2020-12-17T12:59:24+0000,,0,{},27,27,0,0,12,12,27,27,0,0,27,27,,0,0,0,0,{},{},{},0,0,0,0,0,{},11,7,0,0,0,0,18,1,0
124319427612935_3861308853913955,"Our paintings tell many stories. Often of time and love. 

Here is a detail from one of our Grand Collection paintings Cafe De Artist.

🔥 This collection is now 50% off 
🔥 free shipping worldwide 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",inactive,added_photos,2020-12-15T07:15:32+0000,,1,{'photo view': 1},27,27,0,0,14,14,27,27,2,2,25,25,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 1},34,31,1,0,0,0,66,7,6
124319427612935_3859138927464281,"Love recognizes no boundaries.

🎁 free shipping worldwide 
🎁 holiday sale happening now!

#miniart #romance #love #finearts #entrepreneurs #lifestyle #interiordesign #israel #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #art #gift #artist #painting #artwork #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #visualart #specialgift #customizedgift",inactive,added_photos,2020-12-14T11:03:19+0000,,0,{},25,25,0,0,12,12,25,25,0,0,25,25,,0,0,0,0,{},{},{},0,0,0,0,0,{},9,4,0,0,0,0,13,0,0
124319427612935_3856907831020724,"""I received the painting of the ballerinas today and I am just thrilled with how gorgeous it is! How secure the packaging is and how fast the shipping was. I will be purchasing more in the future. I kind of just love this!""

- K from California 

Thank you 😻! 

🔥shipping is free 
🔥dont miss our holiday sale going on now! 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",inactive,added_photos,2020-12-13T13:25:23+0000,,0,{},25,25,0,0,12,12,25,25,0,0,25,25,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 1},14,9,0,0,0,0,23,1,0
124319427612935_3843750212336486,"The Penguin mini comes out of her box to show off! 

Just in time for the holidays! 
HOLIDAY SALE HAPPENING NOW! 

Check out our mini and gift collections 🎁

💫free expedited shipping worldwide!💫

#perfectgift #familystudio#3Dart #uniqueart #glass #painting #artoftheday #holiday #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #israeligift #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #studio #uniquegift",inactive,added_video,2020-12-08T10:32:25+0000,"[{'name': 'Length', 'text': '00:08'}]",41,"{'video play': 22, 'other clicks': 19}",1372,1154,0,0,700,564,1372,1154,0,0,1372,1154,6612.0,121,114,0,0,"{'0': 0.998, '1': 1, '2': 1, '3': 1, '4': 0.9453, '5': 0.83, '6': 0.664, '7': 0.5668, '8': 0.4676}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 0.8636, '7': 0.8182, '8': 0.7273}","{'0': 0.9979, '1': 1, '2': 1, '3': 1, '4': 0.9428, '5': 0.822, '6': 0.6547, '7': 0.5551, '8': 0.4555}",494,457,0,494,14,"{'like': 12, 'comment': 2}",10,2,0,0,0,0,12,0,2
124319427612935_3841193359258838,,inactive,added_photos,2020-12-07T10:59:25+0000,,0,{},23,23,0,0,10,10,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},0,0,0,0,0,0,0,0,0
124319427612935_3838383642873143,"We have a gift for everyone. 
From elegant 💃 to playful 🙃

🎁 free expedited shipping 
🎁 dont miss our BIG holiday sale now! 

#nude #finearts #lifestyle #interiordesign #artist #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #uniquegift #familyandparenting #popularculture",inactive,added_photos,2020-12-06T09:15:59+0000,,0,{},23,23,0,0,10,10,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},7,3,0,0,0,0,10,0,0
124319427612935_3534708513240659,"We are honored to get your comments and private messages about how much you love our work! 

We finally have a place to post reviews on our website and we need your help! It will only take 1 minute of your time, and you will be rewarded :) 

Send a screenshot of your review to my email (davida@jeanpierreweill.com) and I'll send you a discount for your next purchase! PM us for more info. 

Thanks for all your wonderful feedback and comments!",inactive,added_photos,2020-12-03T01:17:13+0000,,0,{},21,21,0,0,10,10,21,21,0,0,21,21,,0,0,0,0,{},{},{},0,0,0,0,0,{},12,2,0,0,0,0,14,1,0
124319427612935_3829176970460477,"We have 3D paintings on glass of all different kinds! This Einstein portrait is one of my favorites! 

🎁 NOW the entire collection is 45% OFF, just for the holidays! 

❤ free shipping worldwide

#holidays #holidaysale #finearts #lifestyle #interiordesign #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart",inactive,added_photos,2020-12-02T23:10:27+0000,,1,{'photo view': 1},23,23,0,0,10,10,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},13,2,2,0,0,0,17,0,1
124319427612935_3820660411312133,"Every day our table is packed with paintings about to be shipped out for the holidays! 

🎁🎁🎁

#feelingblessed #holidays #blackfriday #finearts #lifestyle #interiordesign #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist  #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart #homedecor #acrylics #specialgift #customizedgift #familyart #uniquegift",inactive,added_photos,2020-11-29T19:53:22+0000,,0,{},23,23,0,0,10,10,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},12,6,0,0,0,0,18,1,2
124319427612935_3819909984720509,"🌟The gifts want to come out of their boxes!!! 

🌟Dont miss out on picking the perfect gift thos holiday season! 

🎁 black Friday sale happening now!
🎁 free shipping worldwide! 

#holidays #blackfriday #finearts #lifestyle #interiordesign #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #stopmotion",inactive,added_video,2020-11-29T14:12:00+0000,"[{'name': 'Length', 'text': '00:09'}]",47,"{'video play': 21, 'other clicks': 26}",1398,1177,0,0,801,662,1398,1177,1,1,1397,1175,6629.0,344,322,0,0,"{'0': 0.996, '1': 0.996, '2': 0.996, '3': 0.998, '4': 0.998, '5': 0.994, '6': 0.8904, '7': 0.8884, '8': 0.8506, '9': 0.741, '10': 0.741, '11': 0.7072, '12': 0.6315}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 1, '6': 1, '7': 1, '8': 1, '9': 0.875, '10': 0.875, '11': 0.75, '12': 0.75}","{'0': 0.9959, '1': 0.9959, '2': 0.9959, '3': 0.9979, '4': 0.9979, '5': 0.9938, '6': 0.8868, '7': 0.8848, '8': 0.8457, '9': 0.7366, '10': 0.7366, '11': 0.7058, '12': 0.6276}",502,473,0,502,19,"{'share': 1, 'like': 19}",15,4,0,0,0,0,19,1,0
124319427612935_3817751788269662,Holidays are here and so are the sales 🌟,ineligible,shared_story,2020-11-28T18:54:54+0000,,0,{},22,22,0,0,10,10,22,22,0,0,22,22,,0,0,0,0,{},{},{},0,0,0,0,0,{},1,0,0,0,0,0,1,0,0
124319427612935_3766499096728265,"So many sweet designs to choose from! Each tells a different story. 

What vibe do you choose for your home? 
Adventures from the wide world?
An invitation to coziness?
A space where strangers feel welcome?

Tell us in the comments below. Maybe you'll inspire our next design 😊

Until November 30th all 3D paintings on glass on our site of ON SALE. Everything is 10%-50% off
Don't miss out!",inactive,added_photos,2020-11-27T00:13:00+0000,,1,{'photo view': 1},23,22,0,0,11,10,23,22,0,0,23,22,,0,0,0,0,{},{},{},0,0,0,0,0,{},3,1,0,0,0,0,4,0,0
124319427612935_3808283065883201,"A sweet reminder of the mystery.

🎁 free shipping worldwide 
🎁 personal inscriptions for free 

#holidays #blackfriday #finearts #lifestyle #interiordesign #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart #homedecor #acrylics #customizedgift #familyart #uniquegift #popularculture",inactive,added_photos,2020-11-25T09:58:26+0000,,0,{},23,23,0,0,10,10,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{},7,0,0,0,0,0,7,0,0
124319427612935_3803024746409033,"❤ Our mini collection is crowding to get in front of the camera! 

The perfect present for the ones you love! 

🎁 free shipping!
🎁 free customizations to make it extra personal!

#gift #3dart #stopmotion #giftideas #holidaygift #familystudio",inactive,added_video,2020-11-23T11:27:33+0000,"[{'name': 'Length', 'text': '00:13'}]",30,"{'video play': 21, 'other clicks': 9}",1122,939,0,0,579,465,1122,939,0,0,1122,939,5521.0,51,51,0,0,"{'0': 0.9943, '1': 0.9943, '2': 0.9971, '3': 0.9971, '4': 0.9799, '5': 0.7759, '6': 0.6351, '7': 0.5661, '8': 0.5172, '9': 0.4655, '10': 0.3966, '11': 0.3563, '12': 0.3305, '13': 0.3075, '14': 0.2902, '15': 0.2615, '16': 0.2299}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 1, '5': 0.9375, '6': 0.9375, '7': 0.875, '8': 0.875, '9': 0.8125, '10': 0.6875, '11': 0.625, '12': 0.625, '13': 0.625, '14': 0.5625, '15': 0.5625, '16': 0.5625}","{'0': 0.994, '1': 0.994, '2': 0.997, '3': 0.997, '4': 0.9789, '5': 0.7681, '6': 0.6205, '7': 0.5512, '8': 0.5, '9': 0.4488, '10': 0.3825, '11': 0.3434, '12': 0.3163, '13': 0.2922, '14': 0.2771, '15': 0.247, '16': 0.2139}",348,326,0,348,9,{'like': 9},4,5,0,0,0,0,9,0,0
124319427612935_3741409265903915,"If I am saying, “wow, you did a wonderful job there” I am probably not talking to myself. My critical voice has a lot to say and I can honestly admit that my ability to give positive feedback to myself is pretty limited. 

When we're stuck in a self-critical loop, it's a good idea to get a hug from someone who can give you the gift of acceptance. A hug to yourself is perfectly acceptable. 
And if you know someone who is having a hard time, reach out and give them a hug. 

Here's a short video by Davida about giving ourselves positive feedback: https://www.youtube.com/watch?v=jEjhPQcPuH8&list=PLEM_Zw_YNu-S63cT8LoKACwEOhBihOvgY&index=4 

Cat Cuddle -https://www.jeanpierreweill.com/collections/minicollection/products/cat-1 

Bear Hug - https://www.jeanpierreweill.com/products/sweet-year?_pos=1&_sid=323067b72&_ss=r",inactive,added_photos,2020-11-23T00:00:00+0000,,2,"{'photo view': 1, 'link clicks': 1}",25,25,0,0,11,11,25,25,0,0,25,25,,0,0,0,0,{},{},{},0,0,0,0,0,{},5,1,0,0,0,0,6,0,2
124319427612935_3800854653292709,"Just in time for the holidays! 

Check out our gift collection 🎁

Black Friday sale ends November 30th! Dont miss it! 

💫free expedited shipping worldwide!💫

#perfectgift #3dart #artwithdimention #familystudio",inactive,added_photos,2020-11-22T15:07:17+0000,,1,{'photo view': 1},23,23,0,0,10,10,23,23,0,0,23,23,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 1},7,4,0,0,0,0,11,0,0
124319427612935_3779215295456645,"Thank you for your incredible support! 

It's been a strange and challenging year - and you've been AMAZING. You're purchases, big and small, have made it possible for us to continue to create. 

This year's our first Black Friday sale, but it won't be the last. We hope the discounts across our website make it possible for you to gift the people you love with artwork they will love!",inactive,added_photos,2020-11-19T20:59:00+0000,,0,{},22,22,0,0,10,10,22,22,0,0,22,22,,0,0,0,0,{},{},{},0,0,0,0,0,{},4,3,0,0,0,0,7,1,1
124319427612935_3741396312571877,"Take a moment - right now is perfect - to look around you and see how many colors there are. Even in the drabbest of rooms, when the light is on, there are dozens of variations of colors. 

Here are some colorful cities: 
London - https://www.jeanpierreweill.com/collections/limitedcollection/products/london-carousel

New York - https://www.jeanpierreweill.com/products/new-york-summer?_pos=2&_sid=f533a3da1&_ss=r

Paris - https://www.jeanpierreweill.com/products/balloon-over-paris?_pos=3&_sid=1ce990f96&_ss=r",inactive,added_photos,2020-11-16T00:00:01+0000,,0,{},24,24,0,0,11,11,24,24,0,0,24,24,,0,0,0,0,{},{},{},0,0,0,0,0,{},11,7,0,0,0,0,18,0,0
124319427612935_3782030911841750,"There are so many distractions in our lives. 
Our smartphones, our to-do lists, 
the multitude of things that clamor for our attention -
these make it difficult to draw our attention to a single focal point. 

Nonetheless, try. Just for a moment. 

Follow the link in the first comment to watch the complete book reading of The Well of Being, by Jean-Pierre Weill.",inactive,added_video,2020-11-15T19:30:30+0000,"[{'name': 'Length', 'text': '00:51'}]",40,"{'video play': 12, 'other clicks': 27, 'link clicks': 1}",1234,1069,0,0,746,631,1234,1069,20,20,1214,1046,8670.0,69,66,0,0,"{'0': 0.9918, '1': 0.9918, '2': 0.9918, '3': 0.8556, '4': 0.6458, '5': 0.5177, '6': 0.4496, '7': 0.4033, '8': 0.346, '9': 0.327, '10': 0.3079, '11': 0.2807, '12': 0.2752, '13': 0.267, '14': 0.2589, '15': 0.2452, '16': 0.2425, '17': 0.2398, '18': 0.2371, '19': 0.2398, '20': 0.2425, '21': 0.2262, '22': 0.218, '23': 0.2153, '24': 0.2016, '25': 0.1962, '26': 0.1853, '27': 0.1853, '28': 0.1744, '29': 0.1662, '30': 0.158, '31': 0.158, '32': 0.158, '33': 0.1608, '34': 0.158, '35': 0.1553, '36': 0.1499, '37': 0.1444, '38': 0.1444, '39': 0.1417, '40': 0.139}","{'0': 1, '1': 1, '2': 1, '3': 1, '4': 0.9167, '5': 0.8333, '6': 0.8333, '7': 0.8333, '8': 0.75, '9': 0.75, '10': 0.75, '11': 0.6667, '12': 0.6667, '13': 0.6667, '14': 0.6667, '15': 0.6667, '16': 0.6667, '17': 0.6667, '18': 0.6667, '19': 0.6667, '20': 0.6667, '21': 0.6667, '22': 0.6667, '23': 0.6667, '24': 0.6667, '25': 0.6667, '26': 0.6667, '27': 0.6667, '28': 0.5833, '29': 0.5, '30': 0.4167, '31': 0.4167, '32': 0.4167, '33': 0.4167, '34': 0.4167, '35': 0.4167, '36': 0.4167, '37': 0.4167, '38': 0.4167, '39': 0.4167, '40': 0.4167}","{'0': 0.9888, '1': 0.9888, '2': 0.9888, '3': 0.8483, '4': 0.6348, '5': 0.5056, '6': 0.4354, '7': 0.3876, '8': 0.3315, '9': 0.3118, '10': 0.2921, '11': 0.2669, '12': 0.2612, '13': 0.2528, '14': 0.2444, '15': 0.2303, '16': 0.2275, '17': 0.2247, '18': 0.2219, '19': 0.2247, '20': 0.2275, '21': 0.2107, '22': 0.2022, '23': 0.1994, '24': 0.1854, '25': 0.1798, '26': 0.1685, '27': 0.1685, '28': 0.1601, '29': 0.1545, '30': 0.1489, '31': 0.1489, '32': 0.1489, '33': 0.1517, '34': 0.1489, '35': 0.1461, '36': 0.1404, '37': 0.1348, '38': 0.1348, '39': 0.132, '40': 0.1292}",367,350,0,367,22,"{'share': 3, 'like': 20, 'comment': 1}",18,2,0,0,0,0,20,3,1
124319427612935_3773291266049048,,ineligible,mobile_status_update,2020-11-12T19:10:26+0000,,0,{},21,21,0,0,9,9,21,21,0,0,21,21,,0,0,0,0,{},{},{},0,0,0,0,0,{},4,1,0,0,0,0,5,0,0
124319427612935_3773288942715947,,ineligible,mobile_status_update,2020-11-12T19:09:10+0000,,0,{},0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,{},{},{},0,0,0,0,0,{},0,0,0,0,0,0,0,0,0
124319427612935_3773288976049277,,ineligible,mobile_status_update,2020-11-12T19:09:10+0000,,0,{},0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,{},{},{},0,0,0,0,0,{},0,0,0,0,0,0,0,0,0
124319427612935_3773287696049405,,ineligible,mobile_status_update,2020-11-12T19:08:53+0000,,0,{},21,21,0,0,9,9,21,21,0,0,21,21,,0,0,0,0,{},{},{},0,0,0,0,0,{},0,0,0,0,0,0,0,0,0
124319427612935_3766426953402146,"This is our first Black Friday sale ever!

This time last year, we were busy with all of the international tourists who were enjoying our 3D paintings on glass displays in galleries in Jerusalem, Tel Aviv, and Safed. 

Many of you have expressed your desire to visit Israel - we are hoping hard that we will get to meet you in person next year. 

In the meaning we're bringing special studio discounted prices to you, in honor of BLACK FRIDAY - starting now until the end of the month. 

All 3D paintings on glass on our site are for sale - up to 50% off. 
Shipping is still free.",inactive,added_photos,2020-11-11T00:30:00+0000,,0,{},24,24,0,0,11,11,24,24,2,2,22,22,,0,0,0,0,{},{},{},0,0,0,0,0,{'like': 1},33,11,0,0,0,0,44,7,7
